episode,total_reward,target_reward,smoothed_total_reward_100,smoothed_target_reward_100
277,-156.9768502843566,-14.024078655815579,-197.97743724672682,-52.53957697673764
278,-290.0492755226031,-33.16924178582654,-198.13683627254764,-51.80599990729631
279,-158.0618287524303,-48.10010964588594,-196.8185764069217,-51.571688933806314
280,-152.65832515163072,-32.13242865719005,-196.2843172450516,-51.354479331006786
281,-166.20732849366925,-34.921515145407106,-196.03372516520696,-50.8685106883794
282,-183.16917575217568,-14.539719034170163,-195.73611304848197,-50.350487608875206
283,-221.21136945746443,-16.16528962601253,-195.93063037230377,-49.90770717783806
284,-269.4464478048679,-15.796665428439432,-196.19425923658605,-49.74144166630579
285,-159.01664755407103,-51.123869856037956,-195.5807146125624,-49.521473731860276
286,-202.35287816518243,-12.595323207193259,-195.91607346066348,-49.17228106433552
287,-190.8460013083987,-93.79106095668743,-195.66302277651576,-49.253874169210206
288,-185.3444525705626,-55.50698748907816,-195.4536042532674,-49.148051061763596
289,-205.703305832984,-16.88201084848566,-195.19994304146908,-48.39884393471996
290,-222.47661310630704,-56.487599268675,-195.0353894123457,-48.66010765714779
291,-175.25311870207128,-35.007836167804406,-194.51630051524918,-47.98555475965348
292,-227.14742935348647,-18.96529920156385,-194.53546897560963,-47.33996586575325
293,-174.45549485159646,-18.668643442558523,-194.32312339360146,-47.08285636032532
294,-190.42897505460533,-22.67714488696455,-193.8615444916622,-46.46665638857369
295,-123.18637882674501,-31.43828254704725,-193.2124594968308,-46.189694659339295
296,-134.9227015757363,-58.49952971248529,-192.7287140843401,-46.033253830612445
297,-185.87130883851538,-30.878911991579507,-191.8511143000426,-46.09902774751157
298,-180.53882844366188,-59.31075278988369,-191.21099385166434,-45.89192081310118
299,-149.83047358237008,-15.8623471264207,-190.53635322080174,-45.655384743239935
300,-119.64869107811529,-21.05179695144913,-190.2650216254201,-45.17192391551826
301,-199.09035997471872,-39.6819173205585,-190.2364424731127,-45.30458642001065
302,-199.79839125364464,-57.68698749571939,-189.91832302990377,-45.0618896086758
303,-151.91961394924905,-21.744996898033417,-189.3950456113153,-44.56660448579055
304,-179.13221012323294,-23.67017683845344,-189.64098006320498,-44.46745747629067
305,-203.52411985389568,-48.0723859914955,-189.7657623657966,-44.81460534418699
306,-304.85277001535667,-47.59570733973951,-190.93249246696456,-45.08708454442556
307,-183.14142566359743,-31.831097310237283,-191.22980372228238,-45.37354138185065
308,-149.62172119266214,-46.84639067417645,-191.11346309881628,-45.75618882112173
309,-167.0968362735677,-15.669286589893886,-191.07486894261748,-45.54639327594254
310,-118.84597987795836,-81.43344702877664,-191.2047670133043,-46.01149022870078
311,-138.3620196284031,-23.231373184816785,-190.73831202266018,-46.007040836551894
312,-172.89570851519315,-12.639987512622252,-190.57164739391175,-45.59792539489651
313,-201.4729330665105,-36.042305119049615,-190.56186715326425,-45.72354929893093
314,-168.30300002359928,-42.260994097057335,-190.69992018180093,-45.94261880169768
315,-152.3813446883589,-33.71512883276903,-190.87999938925978,-46.0083171616176
316,-145.307057458819,-20.717571181674266,-190.59765180925666,-45.68870709202465
317,-180.1091290270113,-13.504612195982922,-190.62395059247513,-45.52267960503513
318,-179.12163079926182,-28.242855414425318,-189.74930656904513,-45.355205906599785
319,-218.71237117916843,-84.6691254067096,-189.8083672192799,-45.984179072458375
320,-216.27171637321288,-13.399094124040149,-190.29335322015365,-45.71050788670648
321,-198.63777322480308,-25.70765232532326,-190.4056065615059,-45.72759490794309
322,-170.44221035639936,-57.55532286863601,-190.003638825745,-45.634620130978334
323,-208.04927431888024,-12.890270559544323,-190.51321497125994,-45.254634873868284
324,-198.58366800549726,-27.461450251089026,-191.4605240901026,-44.71076351414497
325,-217.01593146495605,-11.150315784215419,-191.98105169145077,-44.252313812464685
326,-186.33489625243067,-14.850406153089695,-192.1588379558486,-44.21749908107575
327,-217.93022506275014,-11.104765765906473,-192.64913532671508,-44.149728434904354
328,-223.2758279226763,-12.808088152959586,-193.21271009354072,-43.62052340982812
