episode,total_reward,target_reward,smoothed_total_reward_100,smoothed_target_reward_100
326,-318.44626037735395,-19.30568248746281,-326.4071439438559,-49.00112991301892
327,-319.8398571067884,-34.32608982096662,-325.1046601307118,-48.82378647637753
328,-318.6609185192892,-48.73982879392923,-323.6601425775285,-49.013726960544666
329,-440.52791102718635,-16.82976299878209,-323.8375010788862,-48.67043679135001
330,-413.6521382437044,-56.01678683957202,-325.55339774459225,-48.66856745975737
331,-508.88178418485285,-113.2646359355128,-327.32084587957354,-49.124913874484776
332,-585.8768677885093,-13.34193612944422,-328.4278813102219,-48.56955227210366
333,-203.6568340931088,-15.503214057655459,-327.2036939407346,-48.32992232709009
334,-461.62950713576424,-85.20144448085043,-328.89862761570396,-48.969321068401214
335,-641.0047516701129,-16.40978230506381,-332.2500782856829,-47.9973704154761
336,-201.71421894378432,-46.58942089853491,-330.131887136079,-48.07479055366298
337,-344.0719913632902,-67.29581392667869,-329.7848823150642,-48.5281507105345
338,-293.56269124748366,-30.646384583078884,-330.21536791386933,-48.63805250804437
339,-264.99087090843847,-60.383612449619044,-329.81486430257075,-48.65297153429191
340,-557.0702546723265,-14.992563387580995,-332.9126296688549,-47.92529867549797
341,-355.36546824622536,-16.351402991702592,-331.9173220761132,-47.229999896911984
342,-449.9381905645416,-13.917156914314024,-332.1002410277529,-46.45485069391645
343,-430.3305104911782,-15.137596804824694,-334.46582223683674,-46.313823944776885
344,-359.1961275061255,-62.99543563563016,-336.1916544496665,-46.18487476539038
345,-372.79068091027176,-18.261537491034225,-336.58036502139265,-45.38146602508295
346,-298.8626174353266,-15.089907741400136,-336.05880849161906,-45.37439561650665
347,-394.9252999107385,-14.192801053496746,-336.8195285285678,-44.7854945096017
348,-332.62274356276134,-15.469276725255076,-337.56055504570185,-44.26203242679208
349,-268.0780267991234,-16.847604289073175,-335.6253551995576,-43.85667691983595
350,-192.02704805660517,-51.7365613701986,-335.38923115075784,-43.6316472148845
351,-385.03821382946364,-19.347680044866884,-336.0283421468138,-43.63915328826198
352,-287.7825347998887,-41.22400616188062,-336.05251639833665,-43.55963942606658
353,-357.2638994391923,-14.146939102371164,-336.00338756544403,-42.863767254263536
354,-296.74433750438646,-14.75373601472456,-337.067104466969,-42.48839926681885
355,-409.66398409525215,-51.73765033604007,-339.652444318499,-42.80489206110516
356,-465.50670139963273,-87.0345908824804,-342.67670378415914,-43.43654905199668
357,-291.29779805490455,-16.34991833941039,-343.3346559850242,-43.39782100127387
358,-390.7744196935349,-15.461194317013252,-345.6123995565054,-42.55175041486148
359,-189.94927704853527,-15.843688484818973,-344.6017102284351,-42.47205684653152
360,-454.29345949572473,-15.469640214845631,-345.94888141889567,-42.44719721979833
361,-319.08418416584067,-20.422140391135965,-346.77110323655415,-42.07202326269198
362,-178.46737197283508,-15.685479470820523,-345.15182183413697,-41.95904263120782
363,-329.3268490653754,-13.98028855112139,-345.2200732970135,-41.94045704302467
364,-214.2524641504089,-14.908286687673883,-342.9446220411996,-40.94501293482224
365,-422.4958599711458,-66.8709699187338,-344.34396998292004,-41.318122045771375
366,-207.93440004632066,-21.881259725193296,-342.6139910895608,-40.6366790586391
367,-166.39190886787372,-43.638248492989035,-340.01238778893145,-40.862650703477925
368,-357.29712910944556,-16.952231678687944,-340.0769191938115,-40.85032697945886
369,-230.05573049596165,-18.54652755766787,-340.44237978546784,-40.36459509514354
370,-351.29409308165214,-16.23425614818814,-340.1384346668169,-40.162827328797
371,-352.8986585341554,-19.113146734046325,-339.6825327331671,-39.18610343042143
372,-347.30810594420734,-31.356973015104558,-342.1482465875522,-39.290064756975674
373,-239.12122296836395,-52.80987680621691,-339.65364028195916,-39.21132655597315
374,-370.64199817437543,-30.31663036435383,-338.0771674694619,-38.94899463671102
375,-183.3367926082651,-20.408464466854017,-337.11244238695303,-38.94848157415283
376,-333.4694879117089,-18.00035275297815,-336.67142043669116,-38.32481005914728
377,-325.86835283859835,-16.41821789007184,-337.35766077075465,-38.32386885185725
378,-173.39639530604487,-23.694199208373274,-336.0867611443862,-37.173585718051925
379,-249.5110221153351,-16.23119704623432,-335.218259721067,-37.16728442434652
380,-248.7145026068884,-67.48523532267882,-336.47410415558716,-37.560690633671136
381,-266.20727725650517,-52.720275477448816,-336.53835222906247,-37.57963071569008
382,-245.0349085510249,-17.67476653443578,-334.53051195727,-36.84957652405327
383,-377.31275991045425,-18.48769802487628,-335.21181020307824,-36.110381380611074
384,-42.41960842385487,-26.333353879725216,-332.78886527919286,-35.46227996025178
385,-303.75302337509123,-23.92116184014633,-333.02592223512835,-35.47149011766845
386,-257.79148098897707,-130.81627143736472,-334.0770279288453,-35.80538947138818
